language,metric,mean,se,ci95_low,ci95_high,n
bg,response_avg_logp,-0.4175485023019964,0.01684462010668288,-0.45056395771109486,-0.38453304689289797,200
bg,response_avg_logp_per_char,-0.0997244297151629,0.004837456572136534,-0.10920584459655051,-0.0902430148337753,200
bg,response_perplexity,1.6348993535880203,0.05226903375385066,1.532452047430473,1.7373466597455676,182
bg,response_avg_logit_gap,5.498419519795614,0.1437256397678841,5.216717265850561,5.7801217737406665,200
bg,accuracy,0.515,0.03533942557541082,0.4457347258721948,0.5842652741278052,200
bs,response_avg_logp,-0.5636845735797267,0.019170748212437673,-0.6012592400761045,-0.5261099070833488,200
bs,response_avg_logp_per_char,-0.1374727783739024,0.007094815772734133,-0.1513786172884613,-0.1235669394593435,200
bs,response_perplexity,1.8903014788063623,0.041924639846091474,1.808129184708023,1.9724737729047017,186
bs,response_avg_logit_gap,4.658374278705457,0.1317045503781858,4.400233359964213,4.916515197446701,200
bs,accuracy,0.5,0.035355339059327376,0.4307035354437183,0.5692964645562817,200
da,response_avg_logp,-0.41168069915764344,0.012086506592548455,-0.4353702520790384,-0.3879911462362485,200
da,response_avg_logp_per_char,-0.07450649331317653,0.0030972458013647304,-0.0805770950838514,-0.06843589154250167,200
da,response_perplexity,1.5681081965645367,0.016571100508357643,1.5356288395681557,1.6005875535609178,187
da,response_avg_logit_gap,5.5614530599314245,0.13847029308781633,5.290051285479304,5.832854834383545,200
da,accuracy,0.59,0.0347778665245584,0.5218353816118655,0.6581646183881344,200
de,response_avg_logp,-0.38407506834760907,0.016023580829721957,-0.4154812867738641,-0.35266884992135406,200
de,response_avg_logp_per_char,-0.06912637148904201,0.003292727338930026,-0.07558011707334486,-0.06267262590473915,200
de,response_perplexity,1.5788241236550467,0.023499829516105554,1.5327644578034798,1.6248837895066135,175
de,response_avg_logit_gap,5.392697455871713,0.18662699485202314,5.0269085459617475,5.758486365781678,200
de,accuracy,0.585,0.03484070894801081,0.5167122104618987,0.6532877895381012,200
en,response_avg_logp,-0.4648178785106543,0.013293412681993801,-0.4908729673673622,-0.43876278965394644,200
en,response_avg_logp_per_char,-0.08912805542417747,0.0033428648867954275,-0.09568007060229651,-0.08257604024605843,200
en,response_perplexity,1.6555651722761688,0.01950346163820494,1.6173383874652871,1.6937919570870505,189
en,response_avg_logit_gap,5.456199935309112,0.13412844544371888,5.193308182239423,5.719091688378801,200
en,accuracy,0.805,0.028015620642777128,0.7500893835401569,0.8599106164598432,200
es,response_avg_logp,-0.3513650052277266,0.015203827662778308,-0.3811645074467721,-0.32156550300868114,200
es,response_avg_logp_per_char,-0.06435260139034944,0.0033355022133655515,-0.07089018572854593,-0.05781501705215296,200
es,response_perplexity,1.546804909964642,0.020011843927895793,1.5075816958659662,1.5860281240633176,166
es,response_avg_logit_gap,5.123039200794264,0.1908332858042921,4.749005960617851,5.497072440970677,200
es,accuracy,0.655,0.033613613313656115,0.589117317905234,0.720882682094766,200
fr,response_avg_logp,-0.3569251271689952,0.01586816531640563,-0.38802673118915026,-0.32582352314884017,200
fr,response_avg_logp_per_char,-0.06319718751754017,0.003015589493310309,-0.06910774292442837,-0.05728663211065196,200
fr,response_perplexity,1.5413951783679252,0.023037941742822313,1.4962408125519935,1.5865495441838569,172
fr,response_avg_logit_gap,5.3480067279332,0.18438539634737353,4.986611351092348,5.7094021047740515,200
fr,accuracy,0.645,0.033836001536824645,0.5786814369878237,0.7113185630121763,200
mt,response_avg_logp,-0.4771400107835702,0.015966583865750738,-0.5084345151604417,-0.4458455064066988,200
mt,response_avg_logp_per_char,-0.08500297092557067,0.0031304555335770682,-0.09113866377138173,-0.07886727807975961,200
mt,response_perplexity,1.6907714056590246,0.025621715859484327,1.6405528425744353,1.740989968743614,189
mt,response_avg_logit_gap,5.603156910836524,0.1550803754639597,5.299199374927163,5.907114446745885,200
mt,accuracy,0.39,0.03448912872196107,0.32240130770495634,0.4575986922950437,200
pl,response_avg_logp,-0.4244171932431628,0.01647510288427152,-0.45670839489633497,-0.3921259915899906,200
pl,response_avg_logp_per_char,-0.09879047147263684,0.004605970546503681,-0.10781817374378405,-0.08976276920148962,200
pl,response_perplexity,1.6589265365821089,0.023281091226472643,1.6132955977782224,1.7045574753859953,173
pl,response_avg_logit_gap,4.959658445699624,0.16215421855548526,4.641836177330873,5.277480714068375,200
pl,accuracy,0.55,0.03517811819867572,0.4810508883305956,0.6189491116694045,200
sq,response_avg_logp,-0.5591758964949927,0.017151493243711395,-0.592792823252667,-0.5255589697373183,200
sq,response_avg_logp_per_char,-0.10122372650270886,0.005020763217035647,-0.11106442240809873,-0.09138303059731899,200
sq,response_perplexity,1.839602571507399,0.030992621855280456,1.7788570326710493,1.9003481103437485,191
sq,response_avg_logit_gap,5.1984485104213585,0.13275495545568872,4.938248797728209,5.458648223114508,200
sq,accuracy,0.42,0.034899856733230296,0.3515962808028686,0.4884037191971314,200
tr,response_avg_logp,-0.5271731457307088,0.013586975362519646,-0.5538036174412473,-0.5005426740201704,200
tr,response_avg_logp_per_char,-0.13568696308855158,0.0049853701976739495,-0.14545828867599253,-0.12591563750111062,200
tr,response_perplexity,1.7663728541167325,0.01970946043635447,1.7277423116614778,1.8050033965719872,189
tr,response_avg_logit_gap,4.697233379444863,0.10396815172314622,4.493455802067496,4.90101095682223,200
tr,accuracy,0.485,0.03533942557541082,0.4157347258721948,0.5542652741278051,200
