language,metric,mean,se,ci95_low,ci95_high,n
english,response_avg_logp,-0.6923620177520001,0.01248906321700549,-0.7168405816573309,-0.6678834538466694,200
english,response_avg_logp_per_char,-0.13581135505290753,0.004149370607428181,-0.14394412144346677,-0.1276785886623483,200
english,response_perplexity,2.030055213570595,0.025909803175067823,1.979271999347462,2.080838427793728,200
english,response_avg_logit_gap,4.53775972661377,0.08302100349438717,4.375038559764771,4.700480893462769,200
english,accuracy,0.795,0.028546015483776364,0.7390498096517983,0.8509501903482017,200
german,response_avg_logp,-0.6992027732425292,0.013964718985595153,-0.7265736224542957,-0.6718319240307628,200
german,response_avg_logp_per_char,-0.14938613909748052,0.005438243794649453,-0.16004509693499344,-0.1387271812599676,200
german,response_perplexity,2.0590972031780224,0.031901271134460875,1.996570711754479,2.1216236946015656,199
german,response_avg_logit_gap,4.525276844751033,0.08034556458251667,4.367799538169301,4.682754151332766,200
german,accuracy,0.815,0.027456784225396828,0.7611847029182222,0.8688152970817777,200
french,response_avg_logp,-0.6654748246662229,0.011165917359242758,-0.6873600226903387,-0.6435896266421071,200
french,response_avg_logp_per_char,-0.1513948095815169,0.004144981114562907,-0.1595189725660602,-0.1432706465969736,200
french,response_perplexity,1.974553531737783,0.02171933263445601,1.9319836397742491,2.0171234237013165,199
french,response_avg_logit_gap,4.633604588245963,0.07171628077820574,4.49304067792068,4.774168498571246,200
french,accuracy,0.76,0.030199337741083,0.7008092980274774,0.8191907019725226,200
spanish,response_avg_logp,-0.6664757863166174,0.012145510092968366,-0.6902809860988354,-0.6426705865343995,200
spanish,response_avg_logp_per_char,-0.13987770677664454,0.003923792357869507,-0.14756833979806877,-0.13218707375522032,200
spanish,response_perplexity,1.9808052065384447,0.023460005604227094,1.9348235955541595,2.02678681752273,199
spanish,response_avg_logit_gap,4.725476644234715,0.08062327682266117,4.567455021662299,4.8834982668071305,200
spanish,accuracy,0.775,0.02952752952754429,0.7171260421260132,0.8328739578739869,200
polish,response_avg_logp,-0.7483753848897896,0.01770936117559607,-0.7830857327939579,-0.7136650369856213,200
polish,response_avg_logp_per_char,-0.19973239554544306,0.007670905814994679,-0.21476737094283263,-0.1846974201480535,200
polish,response_perplexity,2.226292885839939,0.03375771049895399,2.1601277732619892,2.292457998417889,192
polish,response_avg_logit_gap,4.181763771476326,0.09246572613209249,4.000530948257424,4.362996594695227,200
polish,accuracy,0.74,0.031016124838541645,0.6792083953164584,0.8007916046835416,200
danish,response_avg_logp,-0.6412630990959661,0.015211620276467011,-0.6710778748378414,-0.6114483233540908,200
danish,response_avg_logp_per_char,-0.12388219600959725,0.003591280171876748,-0.13092110514647567,-0.11684328687271883,200
danish,response_perplexity,1.989513689593265,0.0233708280016111,1.9437068667101072,2.0353205124764226,190
danish,response_avg_logit_gap,4.302633918861366,0.10575052742029699,4.095362885117583,4.509904952605148,200
danish,accuracy,0.77,0.02975735203273302,0.7116755900158434,0.8283244099841567,200
turkish,response_avg_logp,-0.8643569433548342,0.01612701863596496,-0.8959658998813255,-0.8327479868283428,200
turkish,response_avg_logp_per_char,-0.2747000789897669,0.008236587510937997,-0.29084379051120535,-0.25855636746832844,200
turkish,response_perplexity,2.4681066023997773,0.03341782019989291,2.402607674807987,2.5336055299915676,195
turkish,response_avg_logit_gap,3.7051269123720862,0.06961089334249844,3.5686895614207894,3.841564263323383,200
turkish,accuracy,0.725,0.031573327350787724,0.663116278392456,0.7868837216075439,200
albanian,response_avg_logp,-0.829779068884971,0.02390052786121736,-0.876624103492957,-0.7829340342769849,200
albanian,response_avg_logp_per_char,-0.2794768062038737,0.010135669306765334,-0.2993427180451338,-0.25961089436261364,200
albanian,response_perplexity,2.568395946423213,0.04131134926222568,2.4874257018692507,2.649366190977175,180
albanian,response_avg_logit_gap,3.489477856106198,0.0940088733752015,3.305220464290803,3.673735247921593,200
albanian,accuracy,0.47,0.03529164207004259,0.4008283815427165,0.5391716184572835,200
bosnian,response_avg_logp,-0.7441065790297476,0.012902263778856492,-0.7693950160363063,-0.7188181420231889,200
bosnian,response_avg_logp_per_char,-0.23403424564398315,0.005577485432317101,-0.24496611709132465,-0.22310237419664164,200
bosnian,response_perplexity,2.150656211857844,0.02657302032303354,2.098573092024698,2.2027393316909896,198
bosnian,response_avg_logit_gap,4.224239244321645,0.06397548468951421,4.098847294330198,4.349631194313093,200
bosnian,accuracy,0.735,0.031206970375222264,0.6738343380645644,0.7961656619354356,200
bulgarian,response_avg_logp,-0.6496880883498183,0.013613502577764527,-0.6763705534022367,-0.6230056232973998,200
bulgarian,response_avg_logp_per_char,-0.2358700577396816,0.005927833629289192,-0.24748861165308841,-0.22425150382627476,200
bulgarian,response_perplexity,1.9655190439998802,0.026666589767226342,1.9132525280561166,2.017785559943644,197
bulgarian,response_avg_logit_gap,4.443693085755144,0.06304905868355723,4.320116930735372,4.567269240774916,200
bulgarian,accuracy,0.495,0.03535357124817803,0.42570700035357106,0.564292999646429,200
maltese,response_avg_logp,-0.8266526778248116,0.02259845038806042,-0.87094564058541,-0.7823597150642131,200
maltese,response_avg_logp_per_char,-0.20175973321167884,0.009148116206197241,-0.21969004097582542,-0.18382942544753225,200
maltese,response_perplexity,2.433715360935288,0.06787437132644539,2.3006815931354554,2.566749128735121,198
maltese,response_avg_logit_gap,4.120410329903986,0.08165468011896633,3.9603671568708116,4.28045350293716,200
maltese,accuracy,0.795,0.028546015483776364,0.7390498096517983,0.8509501903482017,200
