language,metric,mean,se,ci95_low,ci95_high,n
bg,response_avg_logp,-0.7331966109144115,0.01960965076487317,-0.7716315264135629,-0.69476169541526,200
bg,response_avg_logp_per_char,-0.2558350406542763,0.010742005978479083,-0.2768893723720953,-0.2347807089364573,200
bg,response_perplexity,2.1870723744939427,0.04818729059420506,2.0926252849293006,2.2815194640585847,197
bg,response_avg_logit_gap,4.493555431205858,0.08458970638642202,4.327759606688471,4.659351255723245,200
bg,accuracy,0.62,0.03432200460346103,0.5527288709772163,0.6872711290227836,200
bs,response_avg_logp,-0.7348275916169217,0.013807375883679425,-0.7618900483489334,-0.70776513488491,200
bs,response_avg_logp_per_char,-0.23941763121611145,0.005636849372122461,-0.2504658559854715,-0.22836940644675144,200
bs,response_perplexity,2.1476751359141604,0.028169563761764504,2.0924627909411018,2.202887480887219,196
bs,response_avg_logit_gap,4.2869912295789945,0.061469818263542406,4.166510385782451,4.407472073375538,200
bs,accuracy,0.425,0.034955328635273904,0.35648755587486314,0.49351244412513684,200
da,response_avg_logp,-0.7068119807143121,0.010762936358558158,-0.727907335977086,-0.6857166254515381,200
da,response_avg_logp_per_char,-0.16025718913814738,0.004575403271355007,-0.16922497955000318,-0.15128939872629157,200
da,response_perplexity,2.0509891605377195,0.022097885046669253,2.0076773058462476,2.0943010152291914,200
da,response_avg_logit_gap,4.441461882235039,0.0721075381955024,4.300131107371854,4.582792657098224,200
da,accuracy,0.64,0.03394112549695428,0.5734753940259696,0.7065246059740304,200
de,response_avg_logp,-0.7763893803314715,0.013176319537510911,-0.8022149666249929,-0.7505637940379501,200
de,response_avg_logp_per_char,-0.19627217168844233,0.005993484908522781,-0.208019402109147,-0.18452494126773766,200
de,response_perplexity,2.2184465542510527,0.03013857220984255,2.1593749527197614,2.277518155782344,199
de,response_avg_logit_gap,4.426647216940951,0.05908224266892509,4.3108460213098585,4.542448412572044,200
de,accuracy,0.62,0.03432200460346103,0.5527288709772163,0.6872711290227836,200
en,response_avg_logp,-0.6920325033072428,0.011350415796530471,-0.7142793182684425,-0.669785688346043,200
en,response_avg_logp_per_char,-0.1374014082907482,0.0031878433106515072,-0.14364958117962517,-0.13115323540187124,200
en,response_perplexity,2.02335668861866,0.022800002791752916,1.9786686831468243,2.0680446940904957,200
en,response_avg_logit_gap,4.471649024114467,0.07758080802890313,4.319590640377817,4.623707407851117,200
en,accuracy,0.7,0.032403703492039304,0.6364887411556029,0.763511258844397,200
es,response_avg_logp,-0.6906324867018704,0.010078944458589591,-0.710387217840706,-0.6708777555630347,200
es,response_avg_logp_per_char,-0.1630900639223023,0.0041010110149364235,-0.17112804551157768,-0.15505208233302692,200
es,response_perplexity,2.015735042691231,0.021319348357110267,1.9739491199112946,2.057520965471167,200
es,response_avg_logit_gap,4.827244851596442,0.05678975781908423,4.715936926271037,4.9385527769218465,200
es,accuracy,0.58,0.034899856733230296,0.5115962808028686,0.6484037191971314,200
fr,response_avg_logp,-0.6873248613015825,0.010693962133638346,-0.7082850270835137,-0.6663646955196514,200
fr,response_avg_logp_per_char,-0.1647506115120169,0.004698694104933134,-0.17396005195768582,-0.15554117106634796,200
fr,response_perplexity,2.0118795335292816,0.022751176415159002,1.96728722775557,2.056471839302993,200
fr,response_avg_logit_gap,4.620218697671252,0.06101884854353813,4.500621754525917,4.739815640816587,200
fr,accuracy,0.62,0.03432200460346103,0.5527288709772163,0.6872711290227836,200
mt,response_avg_logp,-0.7418063674302584,0.014018525784930578,-0.7692826779687223,-0.7143300568917945,200
mt,response_avg_logp_per_char,-0.14896325986916079,0.004713691615352545,-0.15820209543525177,-0.1397244243030698,200
mt,response_perplexity,2.1518199377589755,0.028551811885189078,2.095858386464005,2.207781489053946,198
mt,response_avg_logit_gap,4.203018110596512,0.08690598808817564,4.032682373943687,4.373353847249336,200
mt,accuracy,0.55,0.03517811819867572,0.4810508883305956,0.6189491116694045,200
pl,response_avg_logp,-0.7774647305835436,0.01603130180581874,-0.8088860821229483,-0.7460433790441389,200
pl,response_avg_logp_per_char,-0.2216246651258897,0.0074628283707277535,-0.2362518087325161,-0.20699752151926332,200
pl,response_perplexity,2.2553173121140926,0.032866588609171465,2.1908987984401165,2.3197358257880687,196
pl,response_avg_logit_gap,4.33283716194094,0.08018559762106388,4.175673390603655,4.490000933278226,200
pl,accuracy,0.56,0.035099857549568486,0.4912042792028458,0.6287957207971543,200
sq,response_avg_logp,-0.8366632360407757,0.015343916162453109,-0.8667373117191839,-0.8065891603623676,200
sq,response_avg_logp_per_char,-0.2801190916174104,0.00827130026429816,-0.29633084013543476,-0.263907343099386,200
sq,response_perplexity,2.3815857777135627,0.0328123041872508,2.317273661506551,2.4458978939205744,197
sq,response_avg_logit_gap,4.24615455735311,0.06603050917417982,4.116734759371718,4.375574355334503,200
sq,accuracy,0.51,0.03534826728426727,0.44071739612283617,0.5792826038771639,200
tr,response_avg_logp,-0.8489291214024999,0.015594805095606706,-0.879494939389889,-0.8183633034151108,200
tr,response_avg_logp_per_char,-0.2766470683639297,0.00796946578887195,-0.29226722131011873,-0.2610269154177407,200
tr,response_perplexity,2.420439915389431,0.03390331571788544,2.3539894165823756,2.4868904141964863,196
tr,response_avg_logit_gap,3.9021623824964604,0.06551758985353598,3.7737479063835297,4.030576858609391,200
tr,accuracy,0.465,0.03526861210765175,0.3958735202690026,0.5341264797309975,200
