language,metric,mean,se,ci95_low,ci95_high,n
english,response_avg_logp,0.0,0.0,0.0,0.0,80
english,response_avg_logp_per_char,0.0,0.0,0.0,0.0,80
english,response_perplexity,,,,,0
english,response_avg_logit_gap,0.0,0.0,0.0,0.0,80
german,response_avg_logp,0.0,0.0,0.0,0.0,80
german,response_avg_logp_per_char,0.0,0.0,0.0,0.0,80
german,response_perplexity,,,,,0
german,response_avg_logit_gap,0.0,0.0,0.0,0.0,80
french,response_avg_logp,0.0,0.0,0.0,0.0,80
french,response_avg_logp_per_char,0.0,0.0,0.0,0.0,80
french,response_perplexity,,,,,0
french,response_avg_logit_gap,0.0,0.0,0.0,0.0,80
spanish,response_avg_logp,0.0,0.0,0.0,0.0,80
spanish,response_avg_logp_per_char,0.0,0.0,0.0,0.0,80
spanish,response_perplexity,,,,,0
spanish,response_avg_logit_gap,0.0,0.0,0.0,0.0,80
polish,response_avg_logp,0.0,0.0,0.0,0.0,80
polish,response_avg_logp_per_char,0.0,0.0,0.0,0.0,80
polish,response_perplexity,,,,,0
polish,response_avg_logit_gap,0.0,0.0,0.0,0.0,80
danish,response_avg_logp,0.0,0.0,0.0,0.0,80
danish,response_avg_logp_per_char,0.0,0.0,0.0,0.0,80
danish,response_perplexity,,,,,0
danish,response_avg_logit_gap,0.0,0.0,0.0,0.0,80
turkish,response_avg_logp,0.0,0.0,0.0,0.0,80
turkish,response_avg_logp_per_char,0.0,0.0,0.0,0.0,80
turkish,response_perplexity,,,,,0
turkish,response_avg_logit_gap,0.0,0.0,0.0,0.0,80
